INSERT into jadwal (id_jadwal, tanggal) VALUES
('9528','2016-07-05'),
('2958','2023-12-19'),
('0863','2024-07-04'),
('0062','2016-12-23'),
('4846','2016-01-19'),
('3075','2017-08-20'),
('4790','2025-03-20'),
('7540','2025-09-14'),
('4016','2025-06-15'),
('5106','2018-10-15'),
('1704','2018-08-19'),
('5471','2021-04-29'),
('4487','2022-07-29'),
('4864','2016-08-25'),
('6078','2017-05-21'),
('7212','2023-06-30'),
('3267','2021-06-30'),
('0885','2021-06-02'),
('2036','2023-01-09'),
('9683','2017-09-25'),
('1828','2019-12-10'),
('3244','2021-02-07'),
('7737','2024-02-19'),
('6785','2022-01-11'),
('9633','2021-03-23'),
('3571','2022-07-23'),
('7749','2024-03-12'),
('0624','2016-09-06'),
('6792','2021-02-01'),
('0079','2017-07-01'),
('3099','2023-01-23'),
('6073','2020-05-03'),
('2512','2018-10-06'),
('0629','2019-11-22'),
('8499','2019-04-11'),
('6793','2016-06-04'),
('2262','2017-02-25'),
('8771','2016-04-26'),
('9090','2025-01-11'),
('7135','2020-02-19'),
('0412','2022-06-14'),
('1171','2025-12-01'),
('2266','2023-10-08'),
('7258','2022-12-04'),
('7207','2017-05-26'),
('3316','2019-09-26'),
('8628','2019-05-06'),
('9870','2022-06-27'),
('9190','2018-11-26'),
('1985','2021-10-19'),
('2117','2021-07-25'),
('5061','2018-12-15'),
('8076','2022-07-15'),
('4183','2022-06-06'),
('7009','2019-02-01'),
('3280','2017-03-05'),
('8276','2020-02-12'),
('5713','2025-06-13'),
('5937','2021-07-21'),
('4953','2025-10-21'),
('5263','2021-04-13'),
('8353','2020-05-27'),
('8497','2024-11-05'),
('5803','2023-06-01'),
('4915','2022-02-10'),
('2556','2024-02-23'),
('9679','2020-03-20'),
('6005','2021-08-03'),
('5661','2016-12-27'),
('1545','2017-12-13'),
('9361','2023-08-14'),
('3841','2025-06-03'),
('4404','2022-05-05'),
('3276','2023-03-18'),
('0630','2019-09-14'),
('5509','2024-04-17'),
('1274','2024-02-29'),
('4744','2017-03-01'),
('0314','2021-03-05'),
('1711','2025-04-14'),
('1003','2021-08-28'),
('1837','2019-08-10'),
('4732','2016-08-30'),
('2605','2022-08-27'),
('4343','2023-03-17'),
('4796','2017-11-01'),
('5884','2025-07-24'),
('4516','2018-11-17'),
('5116','2022-09-23'),
('1342','2021-08-05'),
('9596','2025-04-23'),
('5160','2021-03-15'),
('8665','2023-10-15'),
('6208','2021-02-12'),
('4057','2017-01-25'),
('0606','2020-10-19'),
('0361','2017-11-28'),
('0437','2022-03-12'),
('7288','2024-08-07'),
('9130','2020-10-15'),
('9617','2019-05-17'),
('6631','2021-03-13'),
('4156','2017-07-06'),
('4098','2016-05-12'),
('4501','2016-11-07'),
('8846','2018-02-26'),
('8009','2020-11-13'),
('5688','2024-10-09'),
('4334','2019-01-26'),
('1235','2022-06-21'),
('7867','2019-01-30'),
('9164','2023-11-03'),
('8223','2020-02-09'),
('9248','2023-03-16'),
('0266','2019-06-29'),
('6105','2016-02-16'),
('7160','2017-03-22'),
('5939','2017-01-06'),
('5964','2022-06-23'),
('8857','2024-05-29'),
('1345','2018-04-04'),
('6199','2016-07-26'),
('1991','2019-03-25'),
('2292','2019-05-27'),
('0267','2017-09-20'),
('2782','2018-11-18'),
('3578','2020-02-24'),
('3430','2020-04-28'),
('8077','2018-11-03'),
('7400','2016-10-27'),
('1820','2023-03-27'),
('3318','2017-12-24'),
('5140','2019-01-07'),
('8812','2022-10-06'),
('3523','2016-09-14'),
('2166','2016-07-18'),
('9265','2016-03-14'),
('4348','2019-10-18'),
('7802','2017-06-19'),
('4017','2018-07-17'),
('1348','2018-11-06'),
('5912','2021-04-05'),
('3311','2022-09-02'),
('8079','2018-03-02'),
('2767','2020-10-04'),
('9053','2025-06-15'),
('6907','2024-12-28'),
('3375','2020-09-16'),
('3337','2022-05-22'),
('0237','2023-03-31'),
('3112','2019-11-09'),
('3628','2016-10-17'),
('9535','2025-01-13'),
('9941','2018-08-21'),
('3937','2021-04-10'),
('9725','2023-04-12'),
('6161','2021-04-28'),
('1919','2022-05-18'),
('1448','2025-01-27'),
('0649','2023-09-16'),
('6511','2025-05-26'),
('4080','2016-03-06'),
('2678','2022-12-07'),
('2282','2021-05-04'),
('1744','2016-08-24'),
('2309','2025-03-17'),
('4519','2023-01-17'),
('2128','2020-09-15'),
('1684','2016-10-08'),
('0709','2020-05-29'),
('3726','2021-10-01'),
('5744','2020-08-15'),
('6300','2025-10-11'),
('1641','2019-02-19'),
('1090','2020-06-02'),
('2938','2017-05-24'),
('9965','2024-03-03'),
('6801','2016-11-23'),
('8574','2025-10-07'),
('9113','2016-02-26'),
('9252','2025-09-26'),
('6086','2017-10-31'),
('7157','2021-02-03'),
('3728','2020-05-08'),
('8315','2018-09-30'),
('4132','2024-11-20'),
('8965','2020-07-25'),
('9873','2017-05-02'),
('6019','2017-05-06'),
('1437','2020-01-26'),
('6369','2019-12-23'),
('9366','2018-08-15'),
('6940','2019-11-05'),
('0887','2020-11-13'),
('6554','2017-11-18'),
('0587','2019-07-24'),
('9383','2018-05-11'),
('1488','2020-03-11'),
('0262','2024-11-29'),
('0722','2016-10-29'),
('3326','2024-03-14'),
('8306','2019-04-03'),
('9523','2023-01-29'),
('3475','2017-06-07'),
('9752','2023-05-29'),
('1458','2020-10-17'),
('8332','2021-11-23'),
('7638','2016-03-07'),
('9122','2021-04-02'),
('9283','2024-03-05'),
('7917','2018-03-06'),
('5415','2019-09-27'),
('0445','2021-01-03'),
('4165','2023-11-12'),
('7327','2022-04-27'),
('5734','2017-04-22'),
('3482','2022-06-19'),
('6017','2020-07-10'),
('5379','2021-05-12'),
('5752','2018-03-30'),
('2770','2025-11-07'),
('6163','2016-08-16'),
('6759','2019-06-22'),
('0687','2019-04-05'),
('5386','2021-04-02'),
('0947','2016-03-13'),
('6599','2020-04-14'),
('7754','2020-09-11'),
('2864','2018-12-25'),
('7818','2020-09-21'),
('4130','2019-04-15'),
('5877','2024-03-02'),
('7189','2018-02-25'),
('6454','2023-04-07'),
('0122','2024-09-30'),
('6110','2018-10-25'),
('7945','2025-03-15'),
('7617','2022-07-18'),
('3115','2021-01-02'),
('1743','2019-02-10'),
('3755','2022-09-19'),
('8310','2024-06-05'),
('6938','2017-05-28'),
('2394','2025-04-03'),
('5868','2024-04-22'),
('9961','2019-06-04'),
('8703','2017-12-22'),
('7646','2020-01-05'),
('7380','2019-04-11'),
('7491','2019-12-19'),
('1122','2019-10-18'),
('3947','2019-12-17'),
('4543','2023-09-22'),
('1373','2025-04-14'),
('8439','2024-08-24'),
('0929','2022-06-01'),
('7269','2020-01-23'),
('7484','2020-04-30'),
('0705','2022-08-09'),
('8725','2016-10-31'),
('8203','2017-12-24'),
('9607','2018-09-18'),
('3756','2025-06-15'),
('7148','2022-11-18'),
('6842','2019-09-06'),
('4191','2016-02-20'),
('3534','2016-04-18'),
('2877','2024-02-07'),
('7355','2022-08-10'),
('4359','2019-12-14'),
('2893','2022-07-06'),
('2905','2023-04-06'),
('4417','2022-05-28'),
('5017','2016-11-20'),
('9515','2024-08-27'),
('3506','2019-12-03'),
('9257','2023-08-20'),
('4611','2017-04-01'),
('8933','2018-04-13'),
('8067','2024-01-11'),
('1312','2020-06-04'),
('0143','2019-08-26'),
('8775','2018-01-30'),
('3205','2021-01-13'),
('5344','2022-07-15'),
('2415','2019-07-24'),
('8192','2017-11-23'),
('1071','2019-04-21'),
('4613','2020-12-08'),
('3906','2020-02-05'),
('9287','2018-01-08'),
('9565','2018-11-11'),
('5366','2024-09-21'),
('0577','2021-12-23'),
('3738','2023-12-25'),
('4981','2025-08-04'),
('8606','2022-08-08'),
('4256','2024-11-07'),
('5942','2016-08-13'),
('7162','2016-10-04'),
('5511','2020-09-29'),
('6601','2017-08-20'),
('5850','2019-02-05'),
('5860','2020-03-26'),
('2481','2024-07-30'),
('8745','2023-04-16'),
('2937','2019-09-27'),
('0411','2022-04-12'),
('2177','2018-04-18'),
('5759','2025-09-17'),
('7105','2022-05-01'),
('0379','2023-08-15'),
('4617','2017-04-22'),
('4180','2020-07-12'),
('3055','2024-10-22'),
('4798','2017-10-01'),
('2371','2018-07-28'),
('5208','2019-12-09'),
('9868','2025-05-14'),
('7399','2022-08-24'),
('5419','2021-04-22'),
('5480','2021-02-09'),
('9326','2019-11-19'),
('6180','2016-05-28'),
('5254','2023-09-29'),
('3994','2018-06-20'),
('2942','2019-12-12'),
('5312','2017-03-15'),
('9038','2018-07-07'),
('2639','2021-05-08'),
('0349','2018-08-21'),
('1406','2017-03-19'),
('4412','2022-06-28'),
('6107','2023-06-08'),
('2310','2019-09-04'),
('4532','2019-05-29'),
('0714','2023-05-13'),
('9569','2022-10-26'),
('8083','2016-10-15'),
('7188','2023-01-12'),
('6758','2018-02-04'),
('0222','2019-03-03'),
('0043','2023-05-26'),
('8440','2021-05-28'),
('6202','2022-04-19'),
('1344','2019-03-06'),
('2019','2017-04-10'),
('0321','2021-04-21'),
('3883','2016-07-08'),
('0800','2022-07-17'),
('3684','2024-11-17'),
('4606','2016-02-10'),
('4706','2022-08-23'),
('1920','2016-07-19'),
('2024','2025-08-04'),
('7553','2020-11-17'),
('3286','2017-07-08'),
('6807','2016-08-06'),
('1028','2023-05-11'),
('8567','2017-04-12'),
('7153','2016-01-27'),
('9717','2020-10-20'),
('7951','2016-03-21'),
('1278','2019-12-03'),
('6495','2021-03-20'),
('0962','2016-08-06'),
('5551','2020-01-02'),
('7611','2021-10-03'),
('9301','2023-01-16'),
('7460','2021-05-05'),
('3050','2024-05-17'),
('7988','2023-12-30'),
('7948','2020-06-26'),
('7218','2020-10-12'),
('3573','2016-04-13'),
('0316','2017-04-16'),
('3097','2017-04-14'),
('4471','2021-12-17'),
('3876','2022-11-11'),
('9835','2021-07-22'),
('2637','2016-09-06'),
('2546','2019-05-16'),
('0932','2020-10-27'),
('0265','2019-12-30'),
('8108','2021-01-17'),
('3069','2022-10-21'),
('2979','2019-08-03'),
('4963','2025-10-18'),
('4456','2017-01-31'),
('1273','2018-02-15'),
('6972','2021-10-25'),
('7311','2016-07-04'),
('1497','2016-01-16'),
('4989','2019-11-19'),
('6432','2018-03-06'),
('6139','2017-10-24'),
('0191','2021-01-13'),
('4195','2020-11-28'),
('6278','2019-09-05'),
('0643','2016-11-15'),
('8428','2025-12-24'),
('6778','2016-10-23'),
('9389','2023-08-15'),
('4247','2016-09-16'),
('0787','2022-07-01'),
('0912','2021-01-29'),
('5981','2021-03-28'),
('3153','2018-09-14'),
('0128','2023-10-28'),
('4133','2024-05-18'),
('0388','2020-02-11'),
('6405','2024-01-31'),
('6553','2018-07-07'),
('6589','2025-08-20'),
('7048','2020-11-18'),
('0820','2023-07-29'),
('2665','2020-08-24'),
('8188','2019-09-03'),
('1349','2020-02-17'),
('1078','2024-01-17'),
('2312','2022-06-29'),
('3637','2018-07-07'),
('4246','2023-11-16'),
('5376','2016-09-02'),
('3018','2017-02-13'),
('8584','2017-11-22'),
('7612','2018-03-03'),
('4110','2016-02-13'),
('5948','2016-03-02'),
('1608','2021-05-29'),
('1929','2025-04-29'),
('8600','2025-10-03'),
('2389','2025-09-26'),
('4076','2017-01-22'),
('5407','2025-05-07'),
('0782','2018-02-17'),
('3283','2020-08-10'),
('1998','2025-11-02'),
('6218','2019-05-17'),
('8401','2023-01-23'),
('0280','2016-12-09'),
('3456','2023-11-06'),
('7664','2017-02-06'),
('3379','2021-01-04'),
('4831','2023-08-27'),
('0635','2019-02-15'),
('5077','2021-03-25'),
('3742','2025-03-10'),
('4751','2019-12-20'),
('0495','2021-04-26'),
('5765','2016-09-29'),
('6843','2018-04-02'),
('2232','2020-01-04'),
('9421','2022-02-22'),
('2096','2022-08-28'),
('7811','2023-06-16'),
('5546','2024-12-29'),
('3988','2025-09-19'),
('4672','2017-11-17'),
('9716','2023-01-31'),
('2735','2017-03-11'),
('9231','2020-05-03'),
('8984','2020-07-11'),
('3014','2021-07-21'),
('9843','2018-02-12'),
('3333','2016-10-23'),
('2545','2022-03-06'),
('9570','2023-06-16'),
('2162','2024-10-06'),
('1741','2024-01-13'),
('1170','2018-12-22'),
('9541','2019-12-30'),
('4757','2024-08-27'),
('4825','2017-08-16'),
('9671','2022-04-25'),
('4477','2018-06-12'),
('6744','2020-09-10'),
('9951','2025-07-02'),
('3067','2016-04-04'),
('2254','2017-12-16'),
('7126','2021-02-11'),
('3294','2025-07-21'),
('9064','2022-02-23'),
('4815','2016-10-04'),
('7954','2025-04-10'),
('7761','2016-07-24'),
('1801','2018-11-08'),
('2458','2023-04-18'),
('0990','2018-02-15'),
('8881','2023-01-31'),
('8472','2018-06-10'),
('4498','2023-04-19'),
('9021','2024-06-27'),
('3372','2018-05-09'),
('2628','2023-12-23'),
('4619','2017-11-05'),
('8710','2021-04-17'),
('9490','2017-04-23'),
('5491','2024-12-07'),
('9531','2025-07-20'),
('0235','2016-04-16'),
('8673','2022-04-15'),
('0934','2024-09-21'),
('2750','2019-01-25'),
('2035','2025-04-18'),
('8840','2017-10-05'),
('0287','2023-08-23'),
('9445','2019-01-12'),
('7398','2016-07-22'),
('1229','2025-05-02'),
('0298','2017-11-21'),
('0091','2022-06-09'),
('2746','2023-10-22'),
('1361','2025-05-31'),
('0098','2020-10-21'),
('6100','2021-05-09'),
('1237','2019-07-28'),
('2367','2024-09-08'),
('5316','2022-02-21'),
('7362','2024-11-10'),
('1106','2024-06-14'),
('9950','2019-09-10'),
('5002','2023-08-10'),
('4551','2017-06-21'),
('8173','2025-04-04'),
('0693','2017-09-29'),
('9004','2017-08-07'),
('8650','2016-05-19'),
('2939','2019-10-24'),
('6401','2020-03-27'),
('9625','2017-01-31'),
('8627','2022-12-01'),
('4887','2016-08-20'),
('2164','2016-03-30'),
('8433','2019-11-04'),
('6332','2022-04-28'),
('7376','2023-11-02'),
('8326','2022-02-27'),
('9312','2018-12-31'),
('7112','2017-03-17'),
('4056','2025-05-04'),
('0730','2020-06-11'),
('5787','2020-07-09'),
('6296','2017-03-02'),
('0994','2023-10-13'),
('2410','2020-11-26'),
('6451','2019-04-18'),
('4929','2024-09-29'),
('6481','2025-01-07'),
('7365','2025-09-10'),
('3657','2022-11-18'),
('9960','2020-03-18'),
('7804','2019-02-01'),
('6435','2018-04-15'),
('6502','2020-03-18'),
('1299','2022-05-23'),
('6379','2018-09-13'),
('7830','2019-07-14'),
('7711','2025-07-22'),
('1402','2018-07-03'),
('9526','2025-09-10'),
('5086','2020-03-30'),
('9768','2023-11-24'),
('4778','2022-08-18'),
('0268','2024-03-07'),
('3039','2022-07-28'),
('8320','2016-08-21'),
('9025','2016-05-16'),
('4966','2017-03-14'),
('9019','2020-10-15'),
('9697','2021-08-08'),
('1409','2016-01-22'),
('7989','2023-12-01'),
('6636','2025-05-02'),
('0208','2022-07-28'),
('2217','2016-04-07'),
('3817','2020-05-03'),
('8818','2017-04-07'),
('8773','2022-06-19'),
('2978','2025-06-26'),
('0645','2022-11-04'),
('8074','2024-09-21'),
('7831','2021-09-12'),
('9923','2019-12-14'),
('3787','2023-05-14'),
('1419','2021-12-31'),
('6361','2024-01-10'),
('9994','2021-05-06'),
('8034','2020-08-09'),
('6444','2022-04-14'),
('6622','2025-09-26'),
('3085','2016-05-23'),
('0413','2023-12-25'),
('3779','2017-08-14'),
('8216','2020-08-21'),
('0049','2020-04-12'),
('2174','2021-01-28'),
('3959','2021-02-12'),
('3221','2021-03-04'),
('4317','2018-09-25'),
('2543','2025-05-20'),
('0319','2021-04-27'),
('9559','2023-08-21'),
('0018','2020-01-26'),
('8515','2020-11-08'),
('1619','2016-08-16'),
('4930','2021-07-21'),
('8811','2016-11-21'),
('6039','2021-05-18'),
('0022','2021-06-27'),
('1233','2018-03-21'),
('4395','2019-04-29'),
('5280','2017-01-26'),
('5259','2020-05-15'),
('9340','2016-10-12'),
('9980','2017-05-08'),
('3803','2018-03-04'),
('9641','2019-07-11'),
('9534','2024-04-07'),
('1605','2016-11-16'),
('1949','2017-10-05'),
('6891','2024-09-04'),
('6217','2024-02-01'),
('8165','2025-04-13'),
('0306','2022-01-29'),
('9549','2018-03-25'),
('1819','2019-08-23'),
('4092','2022-02-02'),
('3878','2022-09-10'),
('6029','2024-01-22'),
('1309','2023-12-23'),
('5304','2020-08-09'),
('2365','2018-10-27'),
('5542','2020-04-30'),
('4698','2016-02-07'),
('9154','2025-03-05'),
('7037','2018-10-14'),
('7385','2018-12-25'),
('6662','2016-08-26'),
('2324','2017-09-07'),
('9420','2023-07-21'),
('3635','2017-08-30'),
('2830','2023-09-11'),
('0325','2019-08-08'),
('1742','2024-07-23'),
('4390','2017-01-12'),
('9285','2019-10-26'),
('9218','2020-09-28'),
('6757','2017-08-26'),
('0352','2023-02-10'),
('9057','2020-03-12'),
('1195','2017-12-05'),
('8230','2025-08-29'),
('3442','2016-06-05'),
('0345','2025-10-29'),
('8285','2021-04-08'),
('6934','2016-11-16'),
('0921','2023-11-19'),
('0657','2017-03-16'),
('5157','2017-05-09'),
('9841','2017-09-16'),
('5698','2023-11-24'),
('9298','2025-11-05'),
('0184','2018-04-17'),
('8058','2023-12-10'),
('0805','2018-03-11'),
('4663','2017-03-09'),
('5324','2019-04-10'),
('6421','2023-12-25'),
('9837','2022-06-25'),
('2430','2018-02-09'),
('6535','2022-11-06'),
('9920','2024-02-05'),
('2148','2019-02-24'),
('6727','2020-09-18'),
('5890','2017-03-01'),
('9083','2016-06-24'),
('0607','2019-09-04'),
('7146','2022-01-04'),
('2704','2017-08-13'),
('0114','2024-04-07'),
('3798','2022-07-07'),
('8456','2019-01-24'),
('7527','2020-06-15'),
('9825','2017-12-24'),
('4675','2018-05-07'),
('2226','2024-02-17'),
('1499','2023-02-21'),
('8618','2023-11-06'),
('2398','2016-09-05'),
('0762','2016-10-12'),
('1614','2017-11-05'),
('6982','2018-04-09'),
('8776','2025-11-24'),
('8939','2019-12-14'),
('7869','2018-04-20'),
('6191','2020-12-03'),
('1303','2025-11-11'),
('7296','2021-09-20'),
('1968','2025-07-06'),
('9251','2022-03-06'),
('0054','2020-09-13'),
('5522','2020-12-26'),
('4985','2022-12-09'),
('0186','2020-08-01'),
('1315','2020-01-23'),
('2344','2017-07-04'),
('5645','2017-10-28'),
('1824','2024-09-22'),
('9204','2019-01-11'),
('1429','2023-11-14'),
('4531','2021-05-06'),
('9682','2022-02-12'),
('0309','2023-06-05'),
('4649','2025-02-20'),
('5405','2024-09-23'),
('7161','2019-08-04'),
('8484','2019-04-29'),
('9610','2025-09-27'),
('5666','2022-11-23'),
('2378','2023-02-15'),
('8828','2021-09-29'),
('1094','2022-06-14'),
('5298','2019-01-22'),
('1972','2017-10-31'),
('5778','2022-12-23'),
('4609','2022-04-06'),
('5348','2018-06-23'),
('4347','2023-09-14'),
('4024','2021-10-29'),
('8102','2023-11-21'),
('8416','2016-02-02'),
('3488','2025-05-10'),
('2857','2016-09-18'),
('3233','2022-01-24'),
('3752','2019-04-22'),
('3257','2017-11-18'),
('8434','2019-03-22'),
('6944','2019-04-19'),
('6259','2022-04-28'),
('1164','2023-09-29'),
('3614','2024-11-16'),
('1428','2019-02-28'),
('6210','2019-12-17'),
('4752','2016-08-10'),
('1076','2017-09-22'),
('9353','2023-08-30'),
('8936','2016-12-13'),
('1685','2020-11-03'),
('2491','2023-02-23'),
('8853','2023-05-26'),
('4504','2024-07-01'),
('8114','2024-05-04'),
('1215','2022-10-23'),
('6347','2021-04-06'),
('8045','2017-05-06'),
('8323','2018-07-10'),
('4753','2022-11-02'),
('3342','2025-09-15'),
('3177','2023-08-23'),
('8336','2018-08-16'),
('2525','2021-05-06'),
('3152','2020-12-23'),
('4199','2016-05-27'),
('6797','2021-03-31'),
('9134','2016-06-12'),
('1456','2017-09-02'),
('8231','2018-01-16'),
('9806','2020-06-22'),
('3690','2022-03-02'),
('2601','2025-02-14'),
('1399','2019-02-17'),
('3563','2021-01-05'),
('3992','2018-02-28'),
('6803','2021-10-20'),
('8063','2025-03-03'),
('8565','2024-06-09'),
('4767','2025-10-26'),
('7178','2021-07-01'),
('9606','2024-07-11'),
('6015','2024-10-27'),
('3554','2024-01-20'),
('9506','2023-02-06'),
('1308','2023-11-05'),
('1143','2021-05-23'),
('2037','2017-03-09'),
('3136','2024-07-06'),
('0662','2020-10-31'),
('4923','2019-03-09'),
('7596','2017-03-30'),
('1465','2021-04-13'),
('1681','2024-10-28'),
('1947','2021-04-12'),
('2414','2025-10-29'),
('4264','2017-10-08'),
('6068','2022-01-18'),
('1829','2020-11-09'),
('5836','2017-12-10'),
('5189','2025-05-24'),
('8158','2016-05-27'),
('7697','2017-06-25'),
